country,iso_code,date,total vaccinations,people vaccinated,people fully vaccinated,daily vaccinations,total vaccinations per_hundred,people vaccinated per_hundred,people fully vaccinated per_hundred,daily vaccinations per_million,vaccines,source name
Australia,AUS,01/07/2021,7970153,6244123,1726030,118932,30.91,24.21,6.69,4612,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,02/07/2021,8121649,6313655,1807994,127607,31.49,24.48,7.01,4948,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,03/07/2021,8201367,6345897,1855470,126029,31.8,24.61,7.2,4887,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,04/07/2021,8255473,6378131,1877342,120791,32.01,24.73,7.28,4684,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,05/07/2021,8402191,6458252,1943939,128784,32.58,25.04,7.54,4994,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,06/07/2021,8567666,6544028,2023638,131726,33.22,25.38,7.85,5108,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,07/07/2021,8706799,6607630,2099169,128419,33.76,25.62,8.14,4980,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,08/07/2021,8871572,6691342,2180230,128774,34.4,25.95,8.45,4994,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,09/07/2021,9014072,6759800,2254272,127489,34.95,26.21,8.74,4944,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,10/07/2021,9097969,6794456,2303513,128086,35.28,26.35,8.93,4967,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,11/07/2021,9149817,6824431,2325386,127763,35.48,26.46,9.02,4954,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,12/07/2021,9304026,6903594,2400432,128834,36.08,26.77,9.31,4996,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,13/07/2021,9469145,6980847,2488298,128783,36.72,27.07,9.65,4994,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,14/07/2021,9631807,7053655,2578152,132144,37.35,27.35,10,5124,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,15/07/2021,9806809,7137238,2669571,133605,38.03,27.68,10.35,5181,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,16/07/2021,9970746,7217627,2753119,136668,38.66,27.99,10.68,5300,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,17/07/2021,10067446,7265981,2801465,138497,39.04,28.18,10.86,5371,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,18/07/2021,10125533,7297678,2827855,139388,39.26,28.3,10.97,5405,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,19/07/2021,10295444,7389103,2906341,141631,39.92,28.65,11.27,5492,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,20/07/2021,10470033,7475815,2994218,142984,40.6,28.99,11.61,5545,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,21/07/2021,10654563,7564919,3089644,146108,41.32,29.33,11.98,5666,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,22/07/2021,10850993,7668075,3182918,149169,42.08,29.73,12.34,5784,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,23/07/2021,11032835,7761388,3271447,151727,42.78,30.1,12.69,5884,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,24/07/2021,11140511,7813820,3326691,153295,43.2,30.3,12.9,5944,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,25/07/2021,11211447,7852970,3358477,155131,43.48,30.45,13.02,6016,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,26/07/2021,11396784,7952323,3444461,157334,44.19,30.84,13.36,6101,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,27/07/2021,11593766,8049282,3544484,160533,44.96,31.21,13.74,6225,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,28/07/2021,11795236,8138696,3656540,162953,45.74,31.56,14.18,6319,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,29/07/2021,12005978,8243971,3762007,164998,46.56,31.97,14.59,6398,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,30/07/2021,12206684,8340899,3865785,167693,47.33,32.34,14.99,6503,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,31/07/2021,12317727,8390671,3927056,168174,47.76,32.54,15.23,6521,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,01/08/2021,12393893,8429170,3964723,168921,48.06,32.69,15.37,6550,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,02/08/2021,12594451,8532527,4061924,171095,48.84,33.09,15.75,6635,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,03/08/2021,12808398,8634372,4174026,173519,49.67,33.48,16.19,6729,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,04/08/2021,13030257,8740437,4289820,176432,50.53,33.89,16.63,6842,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,05/08/2021,13270296,8861491,4408805,180617,51.46,34.36,17.1,7004,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,06/08/2021,13496355,8969767,4526588,184239,52.34,34.78,17.55,7144,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,07/08/2021,13636580,9025259,4611321,188408,52.88,35,17.88,7306,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,08/08/2021,13723146,9071188,4651958,189893,53.21,35.18,18.04,7364,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,09/08/2021,13958045,9196905,4761140,194799,54.13,35.66,18.46,7554,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,10/08/2021,14214009,9321772,4892237,200802,55.12,36.15,18.97,7787,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,11/08/2021,14476323,9453026,5023297,206581,56.14,36.66,19.48,8011,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,12/08/2021,14747221,9588821,5158400,210989,57.19,37.18,20,8182,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,13/08/2021,15012023,9716235,5295788,216524,58.21,37.68,20.54,8396,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,14/08/2021,15175199,9802311,5372888,219803,58.85,38.01,20.83,8523,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,15/08/2021,15338926,9929240,5409686,230826,59.48,38.5,20.98,8951,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,16/08/2021,15618391,10076154,5542237,237192,60.56,39.07,21.49,9198,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,17/08/2021,15892260,10220818,5671442,239750,61.63,39.63,21.99,9297,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,18/08/2021,16201270,10385438,5815832,246421,62.82,40.27,22.55,9556,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,19/08/2021,16504574,10545851,5958723,251050,64,40.89,23.11,9735,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,20/08/2021,16815098,10711677,6103421,257582,65.2,41.54,23.67,9988,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,24/08/2021,17747787,11239583,6508204,265075,68.82,43.58,25.24,10279,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,05/09/2021,20985989,13061263,7924726,271464,81.38,50.65,30.73,10527,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,06/09/2021,21244935,13198369,8046566,268896,82.38,51.18,31.2,10427,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,07/09/2021,21539586,13352637,8186949,263155,83.52,51.78,31.75,10204,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,08/09/2021,21850954,13520356,8330598,260410,84.73,52.43,32.3,10098,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,09/09/2021,22170011,13687289,8482722,262933,85.97,53.08,32.89,10196,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,10/09/2021,22473563,13841998,8631565,261686,87.15,53.68,33.47,10148,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,16/09/2021,24054063,14693678,9360385,269150,93.28,56.98,36.3,10437,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,17/09/2021,24392438,14862689,9529749,274125,94.59,57.63,36.95,10630,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,18/09/2021,24619474,14986389,9633085,278586,95.47,58.11,37.35,10803,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,19/09/2021,24792054,15091631,9700423,284212,96.14,58.52,37.62,11021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,20/09/2021,25113222,15259606,9853616,290639,97.38,59.17,38.21,11270,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,21/09/2021,25445232,15426525,10018707,297499,98.67,59.82,38.85,11536,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,22/09/2021,25782517,15598851,10183666,290085,99.98,60.49,39.49,11249,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,23/09/2021,26130313,15775086,10355227,296607,101.33,61.17,40.15,11502,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,24/09/2021,26441588,15919052,10522536,292736,102.53,61.73,40.8,11352,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,25/09/2021,26660961,16026124,10634837,291641,103.38,62.15,41.24,11309,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,26/09/2021,26806343,16102401,10703942,287756,103.95,62.44,41.51,11158,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,27/09/2021,27109766,16247767,10861999,285221,105.12,63,42.12,11060,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,28/09/2021,27441696,16402080,11039616,285209,106.41,63.6,42.81,11060,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,29/09/2021,27750501,16547863,11202638,281141,107.61,64.17,43.44,10902,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,30/09/2021,28091630,16705291,11386339,280188,108.93,64.78,44.15,10865,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,01/10/2021,28419347,16847901,11571446,282537,110.2,65.33,44.87,10956,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,02/10/2021,28630736,16940800,11689936,281396,111.02,65.69,45.33,10912,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,03/10/2021,28769273,17002409,11766864,280419,111.56,65.93,45.63,10874,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,04/10/2021,28955015,17086121,11868894,263607,112.28,66.26,46.02,10222,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,05/10/2021,29305871,17220975,12084896,266311,113.64,66.78,46.86,10327,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,06/10/2021,29642430,17349168,12293262,270276,114.95,67.28,47.67,10481,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,07/10/2021,29973051,17469810,12503241,268774,116.23,67.74,48.48,10422,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,08/10/2021,30304350,17583494,12720856,269286,117.51,68.18,49.33,10442,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,09/10/2021,30540757,17657076,12883681,272860,118.43,68.47,49.96,10581,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,10/10/2021,30706847,17708561,12998286,276796,119.07,68.67,50.4,10733,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,11/10/2021,31020482,17808025,13212457,295067,120.29,69.05,51.23,11442,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,12/10/2021,31358609,17911664,13446945,293248,121.6,69.46,52.14,11371,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,13/10/2021,31679382,18007011,13672371,290993,122.84,69.83,53.02,11284,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,14/10/2021,31994741,18103578,13891163,288813,124.07,70.2,53.87,11199,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,15/10/2021,32296435,18194874,14101561,284584,125.24,70.55,54.68,11035,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,16/10/2021,32494119,18248713,14245406,279052,126,70.76,55.24,10821,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,17/10/2021,32653925,18293506,14360419,278154,126.62,70.94,55.69,10786,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,18/10/2021,32934298,18375726,14558572,273402,127.71,71.26,56.45,10602,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,19/10/2021,33212170,18459101,14753069,264794,128.79,71.58,57.21,10268,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,20/10/2021,33489485,18542786,14946699,258586,129.86,71.9,57.96,10027,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Australia,AUS,21/10/2021,33770321,18625416,15144905,253654,130.95,72.22,58.73,9836,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via covidlive.com.au
Bahrain,BHR,29/12/2020,56041,56041,0,2846,3.21,3.21,0,1628,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
Bahrain,BHR,30/12/2020,57317,57317,0,2622,3.28,3.28,0,1500,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
Bahrain,BHR,31/12/2020,58643,58643,0,1225,3.35,3.35,0,701,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
Bahrain,BHR,06/03/2021,506519,307145,199374,7712,28.97,17.57,11.4,4411,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
Bahrain,BHR,07/03/2021,509907,308465,201442,7094,29.17,17.64,11.52,4058,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
Bahrain,BHR,08/03/2021,512420,309741,202679,6352,29.31,17.72,11.59,3633,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
Bahrain,BHR,09/03/2021,514559,310644,203915,5556,29.43,17.77,11.66,3178,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
Bahrain,BHR,15/03/2021,566796,349970,216826,7768,32.42,20.02,12.4,4443,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
Bahrain,BHR,16/03/2021,580539,361241,219298,9426,33.21,20.66,12.54,5392,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
Bahrain,BHR,28/03/2021,735717,487640,248077,11783,42.08,27.89,14.19,6740,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
Bahrain,BHR,29/03/2021,747008,496492,250516,11408,42.73,28.4,14.33,6525,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
Bahrain,BHR,30/03/2021,755549,502541,253008,10781,43.22,28.74,14.47,6167,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
Bahrain,BHR,31/03/2021,766317,510877,255440,10234,43.83,29.22,14.61,5854,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
Bahrain,BHR,01/04/2021,775196,517603,257593,9602,44.34,29.61,14.73,5492,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
Bahrain,BHR,02/04/2021,782530,522955,259575,9303,44.76,29.91,14.85,5321,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
Bahrain,BHR,03/04/2021,797924,527339,270585,10560,45.64,30.16,15.48,6040,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
Bahrain,BHR,04/04/2021,817379,530415,286964,11666,46.75,30.34,16.41,6673,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
Bahrain,BHR,05/04/2021,836788,534356,302432,12826,47.86,30.56,17.3,7336,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
Bahrain,BHR,19/04/2021,1097352,612834,484518,17624,62.77,35.05,27.71,10081,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
Bahrain,BHR,20/04/2021,1118519,627047,491472,18451,63.98,35.87,28.11,10554,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
Bahrain,BHR,21/04/2021,1137478,637548,499930,18390,65.06,36.47,28.6,10519,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
Bahrain,BHR,22/04/2021,1149633,642572,507061,17330,65.76,36.75,29,9913,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
Bahrain,BHR,23/04/2021,1156806,646919,509887,16335,66.17,37,29.16,9343,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
Bahrain,BHR,24/04/2021,1168650,652170,516480,16229,66.85,37.3,29.54,9283,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
Bahrain,BHR,25/04/2021,1180735,659990,520745,14750,67.54,37.75,29.79,8437,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
Bahrain,BHR,26/04/2021,1193039,667979,525060,13670,68.24,38.21,30.03,7819,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
Bahrain,BHR,27/04/2021,1206763,676945,529818,12606,69.03,38.72,30.3,7210,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
Bahrain,BHR,28/04/2021,1216359,681686,534673,11269,69.57,38.99,30.58,6446,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
Bahrain,BHR,30/04/2021,1235170,693423,541747,11195,70.65,39.66,30.99,6403,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health
