country,iso_code,date,total vaccinations,people vaccinated,people fully vaccinated,daily vaccinations,total vaccinations per_hundred,people vaccinated per_hundred,people fully vaccinated per_hundred,daily vaccinations per_million,vaccines,source name
United States,USA,27/02/2021,72806180,48435536,23698627,1645240,21.65,14.4,7.05,4892,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,28/02/2021,75236003,49772180,24779920,1735053,22.37,14.8,7.37,5159,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,01/03/2021,76899987,50732997,25466405,1817502,22.86,15.08,7.57,5404,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,02/03/2021,78631601,51755447,26162122,1942788,23.38,15.39,7.78,5777,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,10/03/2021,95721290,62451150,32904161,2168688,28.46,18.57,9.78,6448,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,11/03/2021,98203893,64071674,33863127,2233006,29.2,19.05,10.07,6639,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,12/03/2021,101128005,65965305,35000159,2302844,30.07,19.61,10.41,6847,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,13/03/2021,105703501,68884011,36929777,2541597,31.43,20.48,10.98,7557,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,14/03/2021,107060274,69784210,37459269,2386932,31.83,20.75,11.14,7097,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,15/03/2021,109081860,71054445,38335432,2427430,32.43,21.13,11.4,7218,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,16/03/2021,110737856,72135616,39042345,2435037,32.93,21.45,11.61,7240,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,17/03/2021,113037627,73669956,39989196,2473762,33.61,21.9,11.89,7355,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,18/03/2021,115730008,75495716,40981464,2503731,34.41,22.45,12.19,7444,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,19/03/2021,118313818,77230061,41934629,2455116,35.18,22.96,12.47,7300,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,20/03/2021,121441497,79367225,43036818,2248285,36.11,23.6,12.8,6685,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,21/03/2021,124481412,81415769,44141228,2488734,37.01,24.21,13.12,7400,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,26/03/2021,136684688,89559225,48695172,2624410,40.64,26.63,14.48,7803,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,27/03/2021,140180735,91707729,50141769,2677034,41.68,27.27,14.91,7960,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,28/03/2021,143462691,93631163,51593564,2711611,42.66,27.84,15.34,8062,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,29/03/2021,145812835,95015762,52614231,2757586,43.35,28.25,15.64,8199,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,30/03/2021,147602345,96044046,53423486,2769331,43.89,28.56,15.88,8234,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,31/03/2021,150273292,97593290,54607041,2828491,44.68,29.02,16.24,8410,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,01/04/2021,153631404,99565311,56089614,2903730,45.68,29.6,16.68,8634,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,02/04/2021,157606463,101804762,57984785,2988825,46.86,30.27,17.24,8887,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,03/04/2021,161688422,104213478,59858146,3072527,48.08,30.99,17.8,9136,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,04/04/2021,165053746,106214924,61416536,3084436,49.08,31.58,18.26,9171,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,05/04/2021,167187795,107515428,62392065,3053566,49.71,31.97,18.55,9079,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,13/04/2021,192282781,122295530,75322283,3384387,57.17,36.36,22.4,10063,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,14/04/2021,194791836,123917385,76681252,3330740,57.92,36.84,22.8,9903,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,15/04/2021,198317040,125822868,78498290,3348189,58.97,37.41,23.34,9955,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,16/04/2021,202282923,127743096,80609818,3349306,60.15,37.98,23.97,9959,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,17/04/2021,205871913,129494179,82471151,3200601,61.21,38.5,24.52,9516,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,18/04/2021,209406814,131247546,84263408,3194240,62.26,39.02,25.05,9497,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,19/04/2021,211581309,132321628,85365180,3127038,62.91,39.34,25.38,9298,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,20/04/2021,213388238,133266995,86223506,3015065,63.45,39.62,25.64,8965,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,21/04/2021,215951909,134445595,87592646,3022868,64.21,39.97,26.04,8988,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,22/04/2021,218947643,135791031,89245776,2947229,65.1,40.37,26.54,8763,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,23/04/2021,222322230,137234889,91175995,2862758,66.1,40.8,27.11,8512,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,24/04/2021,225640460,138644724,93078040,2824078,67.09,41.22,27.68,8397,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,25/04/2021,228661408,139978480,94772329,2750656,67.99,41.62,28.18,8179,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,26/04/2021,230768454,140969663,95888088,2741021,68.61,41.91,28.51,8150,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,04/05/2021,247769049,147894671,106168588,2194483,73.67,43.97,31.57,6525,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,05/05/2021,249566820,148562891,107346533,2132487,74.2,44.17,31.92,6341,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,06/05/2021,251973752,149462265,108926627,2087608,74.92,44.44,32.39,6207,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,07/05/2021,254779333,150416559,110874920,2088522,75.75,44.72,32.97,6210,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,08/05/2021,257347205,151315505,112626771,1983391,76.52,44.99,33.49,5897,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,09/05/2021,259716989,152116936,114258244,2017931,77.22,45.23,33.97,6000,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,10/05/2021,261599381,152819904,115530780,2117025,77.78,45.44,34.35,6295,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,11/05/2021,263132561,153448316,116576359,2194787,78.24,45.63,34.66,6526,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,12/05/2021,264680844,153986312,117647439,2159146,78.7,45.79,34.98,6420,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,13/05/2021,266596486,154624231,118987308,2088962,79.27,45.97,35.38,6211,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,14/05/2021,268438666,155251852,120258637,1951333,79.82,46.16,35.76,5802,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,15/05/2021,270832342,156217367,121768268,1926448,80.53,46.45,36.21,5728,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,23/05/2021,285720586,163309414,130014175,1827882,84.95,48.56,38.66,5435,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,24/05/2021,286890900,163907827,130615797,1782714,85.3,48.73,38.84,5301,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,25/05/2021,287788872,164378258,131078608,1750524,85.57,48.87,38.97,5205,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,26/05/2021,289212304,165074907,131850089,1703162,85.99,49.08,39.2,5064,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,27/05/2021,290724607,165718717,132769894,1618194,86.44,49.27,39.48,4811,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,28/05/2021,292099778,166388129,133532544,1500632,86.85,49.47,39.7,4462,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,29/05/2021,293705050,167157043,134418748,1394832,87.33,49.7,39.97,4147,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,30/05/2021,294928850,167733972,135087319,1315466,87.69,49.87,40.17,3911,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,01/06/2021,296404240,168489729,135867425,1230767,88.13,50.1,40.4,3659,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,02/06/2021,296912892,168734435,136155250,1100084,88.28,50.17,40.48,3271,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,03/06/2021,297720928,169090262,136644618,999474,88.52,50.28,40.63,2972,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,04/06/2021,299120522,169735441,137455367,1002963,88.94,50.47,40.87,2982,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,05/06/2021,300268730,170272150,138112702,937669,89.28,50.63,41.07,2788,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,06/06/2021,301638578,170833221,138969323,958533,89.69,50.79,41.32,2850,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,14/06/2021,310645827,174234573,144919339,1113416,92.36,51.81,43.09,3311,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
United States,USA,15/06/2021,311886674,174674144,145768367,1137572,92.73,51.94,43.34,3382,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention
